Vereador;Partido;Aprovado;Ementa;Texto
Paulo Haddad;PPS;não;DISPÕE NO ÂMBITO DO MUNICÍPIO DE CAMPINAS A IMPLANTAÇÃO DE CABEAMENTO SUBTERRÂNEO.;"Art. 1 0 Ficam as empresas e Concessionárias de Serviços Públicos e Privadas e Prestadoras de Serviços que operam com fiação de energia elétrica, de telecomunicações de telefonia fixa, de internet banda larga e de TV a Cabo ou assemelhados obrigadas a providenciar o cabeamento subterrâneo da atual fiação no âmbito do Município de Campinas.
Art.2 0 A substituição deve ser feita de forma gradativa a partir de seis meses da promulgação desta lei, na proporção mínima de 5% a cada ano, até um prazo máximo de 12 anos.
Art. 3 0 Os projetos de instalação de loteamentos residenciais, comerciais e industriais que forem aprovados após a publicação desta lei terão que se adequar às redes subterrâneas no prazo da entrega das obras.
Art. 40 Todos os CUStOS para a implantação do cabeamento subterrâneo serão de inteira responsabilidade das permissionárias, inclusive aqueles decorrentes de danos nas áreas públicas em razão do enterramento de cabos, bem como o refazimento de calçadas, recapeamento de vias, guias e sarjetas, assim como a manutenção da rede.
Art. 5 0 Na instalação de novos empreendimentos, loteamentos e bairros do município, fica a cargo da empresa loteadora, incorporadora ou construtora a execução dos dutos subterrâneos.
Art 6 0 0 não cumprimento do dispositivo desta lei, após decorrido o prazo de um não após a publicação desta lei, para início dos trabalhos, sujeita o infrator à multa de 50.000 (cinquenta mil) Ufic's (Unidade Fiscal de Campinas) por mês."
Paulo Haddad;PPS;sim;DENOMINA PRAÇA SÉRGIO NEJELSCHI UM SISTEMA DE LAZER DO MUNICÍPIO DE CAMPINAS.;Art. 1 0 Fica denominado Praça Sérgio Nejelschi o Sistema de Lazer 02 (Quarteirão 11.371, Quadra B, Código Cartográfico 4151.6180.0023, com área de 782,69m 2) do loteamento Residencial Pedra Alta, no distrito de Sousas, situado entre a Avenida Oscar Niemeyer (Avenida 01), a Rua Clarice Lispector (Rua 06) e os lotes 05, 06, 07 e 08 da referida Quadra B, no mesmo loteamento.
Paulo Haddad;PPS;não;DISPÕE, NO ÂMBITO DO MUNICÍPIO DE CAMPINAS, SOBRE A OBRIGATORIEDADE DAS AGÊNCIAS BANCÁRIAS INSTALAREM MÁQUINAS DE ESCANEAMENTO CORPORAL NA ENTRADA DE SEUS PRÉDIOS, EM SUBSTITUIÇÃO AOS DETECTORES DE METAL.;"Art. 10 Ficam as agências bancárias estabelecidas no município de Campinas, obrigadas a instalar equipamentos de escaneamento corporal na entrada de seus prédios, em substituição aos detectores de metal.
Parágrafo único: Os equipamentos de escaneamento corporal de que trata o caput deste artigo deverão funcionar com captação de radiação não ionizante gerada naturalmente pelo corpo humano, sendo vedada a utilização de equipamentos emissores de raio x ou radiações de qualquer espécie, respeitadas as normas federais.
Art 20 . Os equipamentos limitará a formação da imagem para evitar constrangimentos, as pessoas se sentiram seguras ao passar pelo scanner.
Art. 30 As agências bancárias que infringirem os dispositivos contidos nesta lei ficarão sujeitas às seguintes penalidades.
l. Advertência, na primeira autuação, com notificação à agencia bancária para que efetue a adequação ao disposto nesta lei em até 30 (trinta) dias;
II. Multa, na segunda autuação, no valor de 5.000 (cinco mil) UFICs — Unidade Fiscais de Campinas.
Parágrafo Único: Se até 30 (trinta) dias após a aplicação da multa não houver a regularização da situação, será aplicada multa diária de 1.000 (mil) UFICs até adequação da agência bancária a esta lei.
Art. 40 As agências bancárias terão o prazo de 180 (cento e oitenta) dias para se adequarem à determinação desta lei."
Paulo Haddad;PPS;sim;DENOMINA PRAÇA LAERTE ANTÔNIO MACHADO UMA PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;Art. 1 0 Fica denominada Praça Laerte Antonio Machado a Praça 03 (Quarteirão 16787, Código Cartográfico 3442.2138.0582, com área de 3.500,OOm2 ) do loteamento Jardim das Andorinhas, situada entre a Rua Gaúcho (Rua 03), a Rua Furnas (Rua 27) e a Rua Garimpeiro (Rua 04), no mesmo loteamento, e a divisa com o Jardim Itatiaia.
Pedro Tourinho;PT;não;GARANTE O ACESSO E AUTORIZA QUALQUER MUNÍCIPE DE CAMPINAS A FILMAR, GRAVAR OU FOTOGRAFAR AS REUNIÕES ORDINÁRIAS E EXTRAORDINÁRIAS DOS CONSELHOS MUNICIPAIS DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.;"Art. 1º É garantido a qualquer munícipe de Campinas o acesso às reuniões, ordinárias ou extraordinárias, dos conselhos municipais de Campinas. Parágrafo único. Nas reuniões de que trata o caput, ficam assegurados ao municipe a condição de ouvinte e o direito à manifestação, na forma do regimento interno de cada conselho. Art. 2º As reuniões dos conselhos municipais ocorrerão sempre em prédios públicos, não podendo haver restrições ao livre acesso do municipe em razão da hora ou do local de sua realização. Parágrafo único. A participação dos munícipes nas reuniões de que trata o caput se dará independentemente de prévio aviso ou de autorização. Art. 3º É livre o registro, por qualquer munícipe, das reuniões dos conselhos municipais por meio de fotografia, gravação de áudio ou filmagem, assegurado o direito a posterior 

e divulgação do conteúdo. Parágrafo único. Fica proibido o uso para fins comerciais dos conteúdos filmados, gravados ou fotografados nessas reuniões, assim como a edição das imagens de forma a constranger os conselheiros ou outros participantes. Art. 4º Esta Lei entra em vigor na data de sua publicação, devendo os conselhos municipais adaptar seus regimentos internos no prazo máximo de dois meses para atender ao disposto no parágrafo único do art. 1º desta Lei."
Pedro Tourinho;PT;sim;DENOMINA CENTRO DE SAÚDE ANTONIA BERSI UM CENTRO DE SAÚDE DO MUNICÍPIO DE CAMPINAS.;Art. 1 0 Fica denominado Centro de Saúde Antonia Bersi o centro de saúde localizado na Rua Julião Simões, s/n, no bairro DIC Vl.
Pedro Tourinho;PT;sim;DENOMINA CENTRO DE SAÚDE MARIA DA PENHA SILVA MANOEL UM CENTRO DE SAÚDE DO MUNICÍPIO DE CAMPINAS.;Art. 1 0 Fica denominado Centro de Saúde Maria da Penha Silva Manoel o centro de saúde localizado na Rua Geraldo Robim, no 150, no bairro Jardim Santa Rosa.
Pedro Tourinho;PT;sim;DENOMINA PRAÇA DURVAL GETULIO VARGAS BIONDI UMA PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;Art. 1 0 Fica denominada Praça Durval Getulio Vargas Biondi a Praça 08 (Quarteirão 17.351, Código Cartográfico 3421.1172.0001, com área de 1.000,00m2) do loteamento Jardim Nossa Senhora Auxiliadora, situada entre a Rua Teófilo Braga (Rua 14), a Rua Inês de Castro (Ruas 08 e 12) e a Rua Armando Rovaris (Rua 35), no mesmo loteamento.
Pedro Tourinho;PT;sim;DENOMINA CENTRO DE SAÚDE PROFESSORA ÂNGELA DE CAMPOS TRENTIN UM CENTRO DE SAÚDE DO MUNICÍPIO DE CAMPINAS.;Art. 1 0 Fica denominado Centro de Saúde Professora Ângela de Campos Trentin o centro de saúde localizado no bairro Jardim Ipaussurama.
Pedro Tourinho;PT;não;OBRIGA AS EMPRESAS PRESTADORAS DE SERVIÇOS DE ENTREGA OU DE MOBILIDADE OU INTERMEDIÁRIAS NA AQUISIÇÃO DE SERVIÇOS ENTRE USUÁRIO FINAL E VENDEDOR QUE UTILIZAM APLICATIVOS, SOFTWARES OU OUTROS MEIOS ELETRÔNICOS E QUE TENHAM ATUAÇÃO NO MUNICÍPIO DE CAMPINAS A OFERTAREM AOS SEUS TRABALHADORES, COLABORADORES E PARCEIROS, DE MODO GRATUITO, COBERTURAS DE SEGURO, REEMBOLSO DE DESPESAS MÉDICAS E RECOLHIMENTO OBRIGATÓRIO DE CONTRIBUIÇÃO AO INSS.;"Art. 1 2 As empresas prestadoras de serviços de entrega ou de mobilidade ou intermediárias na aquisição de serviços entre o usuário final e o vendedor que utilizam aplicativos, softwares ou outros meios eletrônicos e que tenham atuação no município de Campinas ficam obrigadas a ofertar aos seus trabalhadores, colaboradores e parceiros, de modo gratuito:
I - cobertura de seguro de vida integral durante o exercício de suas atividades na empresa;
 reembolso de despesas médicas por acidentes e agravos em decorrência da atividade profissional;
III	- seguro para cobertura de invalidez permanente ou parcial;
IV	- recolhimento obrigatório de contribuição ao Instituto Nacional do Seguro Social — INSS para garantia do auxílio doença e outros serviços previdenciários e de seguridade social complementar.
Art. 2 2 As empresas de que trata o caput do art. 1 2 deverão promover campanhas educativas e cursos de formação sobre segurança e saúde do trabalho para seus trabalhadores, colaboradores e parceiros.
Art. 3 2 Caberá à Prefeitura Municipal de Campinas, no prazo de noventa dias, estabelecer os valores mínimos das indenizações e reembolsos previstos no art. 1 2 desta Lei, bem como a forma de fiscalização do cumprimento desta Lei.
Art. 4 2 A infração ao disposto nesta Lei acarretará a aplicação de multa no valor de 5.000 (cinco mil) Unidades Fiscais de Campinas — UFICs à empresa infratora.
S 1 2 Em caso de reincidência, após decorrido o prazo de trinta dias, será aplicada à empresa infratora multa diária de 100 (cem) UFICs até o cumprimento do disposto nesta Lei.
S 2 2 Os valores decorrentes da aplicação de multas previstas neste artigo serão encaminhados para o Fundo Municipal de Saúde de Campinas.
Art. 5 2 As empresas de que trata o art. I P terão o prazo de cento e oitenta dias para se  
adaptarem aos dispositivos desta Lei."
Pedro Tourinho;PT;não;PROÍBE A PRODUÇÃO DE MUDAS E O PLANTIO DA SPATHODEA CAMPANULATA, TAMBÉM CONHECIDA COMO ESPATÓDEA, BISNAGUEIRA, TULIPEIRA-DO-GABÃO, XIXI-DE-MACACO OU CHAMA-DA-FLORESTA NO MUNICÍPIO E DÁ OUTRAS PROVIDÊNCIAS.;"Art. 10 Ficam proibidos em toda a extensão territorial do Município de Campinas a produção de mudas e o plantio das árvores da espécie Spathodea Campanulata, também conhecida como Espatódea, Bisnagueira, Tulipeira-do-Gabão, Xixi-deMacaco ou Chama-da-Floresta.
Art. 20 0 descumprimento do disposto nesta Lei sujeitará o infrator ao pagamento de multa, no valor de 1.000 (mil) UFIC por planta ou muda produzida, a ser aplicada em dobro no caso de reincidência.
Art. 30 Compete ao Pode Executivo Municipal regulamentar a aplicação desta Lei."
Pedro Tourinho;PT;não;DISPÕE SOBRE A PRESENÇA DE TRADUTOR E INTÉRPRETE DA LÍNGUA BRASILEIRA DE SINAIS – LIBRAS EM EXIBIÇÕES EM EVENTOS PÚBLICOS CULTURAIS E SOCIAIS NO MUNICÍPIO DE CAMPINAS.;"Art. 12 Os entes privados ou filantrópicos organizadores de eventos públicos culturais e sociais no município de Campinas ficam responsáveis por oferecer acessibilidade às pessoas surdas ou com deficiência auditiva por meio da interpretação simultânea em Língua Brasileira de Sinais — Libras realizada por tradutor e intérprete de Libras.
S IP O tradutor e intérprete referido no caput só poderá ser contratado para fazer a interpretação simultânea em Libras se sua formação estiver em conformidade com os preceitos do Capítulo V, intitulado ""Da formação do tradutor e intérprete de Libras — Língua Portuguesa"", do Decreto Federal n? 5.626, de 22 de dezembro de 2005.
S 22 São definidos como eventos públicos culturais ou sociais, para efeitos desta Lei, peças de teatro, eventos musicais, espetáculos, seminários, congressos, entre outros congêneres, realizados por entes privados ou filantrópicos em espaços públicos ou privados localizados no município de Campinas,
Art. 22 Devem ser asseguradas à pessoa surda ou com deficiência auditiva a participação, a compreensão e a fruição dos eventos referidos no art. 12 desta Lei, em condições de conforto e acessibilidade equivalentes às oferecidas aos demais espectadores.
Art. 32 Fica o Poder Executivo municipal responsável pela regulamentação desta Lei.
Art. 42 Os entes privados ou filantrópicos referidos no art. IP terão até seis meses, a contar da publicação desta Lei, para adequar-se às regras determinadas por esta Lei."
Pedro Tourinho;PT;não;INSTITUI A COLETA SELETIVA DE LIXO NAS SECRETARIAS E NOS ÓRGÃOS DA ESTRUTURA DO MUNICÍPIO.;"Art. 1 0 - Fica instituída a coleta seletiva de lixo nas secretarias e nos órgãos da estrutura administrativa do Município.
Art. 2 0 - As secretarias e seus órgãos disporão, em local de fácil acesso, recioientes próprios para recolher separadamente os materiais descartáveis.
Parágrafo único - Os recipientes utilizados para armazenar o lixo serão identificados com as cores padronizadas para reciclagem, na forma seguinte:
I	- verde, para o armazenamento de vidro;
II	- azul, para o armazenamento de pape! e papelão;  - vermelha, para o armazenamento de plásticos;
IV	- amarela, pare. o armazenamento de alumínio;
V	- marrom, para o armazenamento de resíduo orgânico.
Art. 3 0 - O material coletado pelas secretarias e órgãos será inteiramente doe io para associações e cooperativas de catadores de lixo.
Parágrafo único - As secretarias e órgãos constituirão, de acordo com a necessidade, comissões para implementação e acompanhamento da coleta seletiva de lixo e para destinação do material coletado."
Pedro Tourinho;PT;não;DISPÕE SOBRE A REALIZAÇÃO DE ANÁLISE PARA DETECÇÃO DA PRESENÇA DE AGROTÓXICOS NA ÁGUA DESTINADA AO CONSUMO HUMANO.;"Art. 1 2 0 Poder Público Municipal de Campinas realizará semestralmente análise para detecção da presença de agrotóxicos na água tratada destinada ao consumo humano.
Art. 2 2 0 resultado das análises será publicado no Diário Oficial do Município e no sítio eletrônico da Prefeitura Municipal de Campinas, na internet, que deve:
I	- conter ferramenta de pesquisa de conteúdo que permita o acesso às informações de forma objetiva, transparente, clara e em linguagem de fácil compreensão;
II	- possibilitar a gravação de relatórios em diversos formatos eletrônicos, inclusive abertos e não proprietários, tais como planilhas e texto, de modo a facilitar a análise das informações;
III	- divulgar em detalhes os formatos utilizados para a estruturação das informações; IV - garantir a autenticidade e a integridade das informações disponíveis para acesso;
V	- manter atualizadas as informações disponíveis para acesso;
VI	- indicar local e oferecer instruções que permitam ao interessado comunicar-se, por via eletrônica ou telefônica, com o governo do estado;
VII	- adotar as medidas necessárias para garantir a acessibilidade de conteúdo para pessoas com deficiência.
Art. 3 2 0 Poder Executivo fica autorizado a firmar convênios e termos de cooperação com universidades públicas, institutos públicos de pesquisa, municípios e empresas públicas para a realização da análise prevista nesta Lei.
Parágrafo único. Universidades públicas ou institutos públicos de pesquisa definirão a metodologia e os parâmetros a serem utilizados na análise prevista nesta Lei.
Art. 4 2 0 descumprimento desta Lei acarretará ao infrator multa mensal de 500 (quinhentas) Unidades Fiscais de Campinas — UFICs."
Permínio Monteiro;PV;sim;DETERMINA A IMPLANTAÇÃO DO AMBULATÓRIO VETERINÁRIO MÓVEL PARA CÃES E GATOS NO MUNICÍPIO DE CAMPINAS.;"Art. I Fica determinada a implantação do Ambulatório Veterinário Móvel para cães e gatos, o qual realizará seu atendimento de forma itinerante por todos os bairros do município, conforme a demanda de cada região.
Parágrafo único. O serviço deverá ser prestado por meio de ônibus ou micro-ônibus adaptado para finalidades médicas.
Art. 2 0 Ambulatório Veterinário Móvel, além de outros serviços estabelecidos pelo Departamento de Proteção e Bem-Estar Animal, deverá ofertar:
I	- consultas,
II	- vacinação,
III	- vermifugação,
IV	- tratamentos preventivos,
V	- procedimentos simples,
VI	- orientação aos proprietários sobre os cuidados básicos com os animais.
Parágrafo único. Após consulta, caso o animal necessite de atendimento especializado ou de serviço não ofertado pelo Ambulatório Veterinário Móvel, o veterinário responsável orientará o proprietário do animal sobre o tratamento que deverá ser realizado e onde este pode ser encontrado.
Art. 3 A estrutura de atendimento, a forma de agendamento e outras especificações necessárias à realização do serviço serão determinadas pelo Departamento de Proteção e Bem-Estar Animal.
Art. 4 As despesas decorrentes da execução desta Lei correrão por conta de dotações
orçamentárias próprias, suplementadas se necessário.
Art. 5 Esta Lei entra em vigor na data de sua publicação.
Art. 6 Ficam revogadas as disposições em contrário"
